,alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_en,Energie (kcal/100 g),Eau (g/100 g),Protéines (g/100 g),Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Fer (mg/100 g),Magnésium (mg/100 g),Vitamine D (µg/100 g),Vitamine C (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g)
2437,6,602,60205,eaux et autres boissons,boissons sans alcool,18902,"Boisson au soja, aromatisée, sucrée, non enrichie, préemballée","Sweetened flavored soy drink, unfortified, prepackaged","59,3","86,8","2,96","7,24","1,92","6,72",0.35,"0,12",12,"0,51",18,0.25,0,"5,4","0,014"
2438,6,602,60205,eaux et autres boissons,boissons sans alcool,18903,"Boisson au soja, aromatisée, sucrée, enrichie en calcium, préemballée","Soy drink, flavored, sweetened, calcium-enriched, prepackaged","41,6","90,6","3,01","2,89","1,8","2,7",-,"0,12",53,"0,4",21,0.125,0.25,"7,31",-
2439,6,602,60205,eaux et autres boissons,boissons sans alcool,18904,"Boisson au riz, nature, préemballée","Rice drink, plain, prepackaged","53,6","87,6",0.23,"10,8",1,"5,6",-,"0,074",5,"0,01","3,3",0.125,0.25,2.5,-
2440,6,602,60205,eaux et autres boissons,boissons sans alcool,18905,"Boisson à base d'avoine, nature, préemballée","Oat-based drink, plain, pre-packaged","42,5","90,5",0.23,"7,8","1,1",5,-,"0,066",1,"0,02","2,3",0.125,0.25,"6,39",-
2441,6,602,60205,eaux et autres boissons,boissons sans alcool,18906,"Boisson à la châtaigne, nature, préemballée","Chestnut drink, plain, prepackaged","68,8","83,9",0.21,"13,5","1,4","9,01",-,"0,077",77,"0,22","9,3",0.125,0.25,2.5,-
2442,6,602,60205,eaux et autres boissons,boissons sans alcool,18907,"Boisson à la noix de coco, nature, préemballée","Coconut drink, plain, prepackaged","31,3","94,6",0.21,"2,75","2,1","2,46",-,"0,089","2,7",0.025,"2,1",0.125,0.25,2.5,-
2443,6,602,60205,eaux et autres boissons,boissons sans alcool,29209,"Boisson au soja et jus de fruits concentrés, préemballée","Soy drink and concentrated fruit juice, prepackaged","56,2",-,"2,3","9,5",1,"5,8",0.25,"0,22",-,-,-,-,-,-,-
2444,6,602,60206,eaux et autres boissons,boissons sans alcool,18004,"Café, non instantané, non sucré, prêt à boire","Coffee, non-instant, unsweetened, ready to drink","6,88","97,8",0.25,"1,35","0,018",traces,0,"0,0067","4,3",0.025,"9,2",0.125,0.25,2.5,0
2445,6,602,60206,eaux et autres boissons,boissons sans alcool,18020,"Thé infusé, non sucré",Unsweetened brewed tea,"0,063","99,8",0,0,"0,007",0,0,"0,0041","0,2","0,015",2,0,0,"4,95",0
2446,6,602,60206,eaux et autres boissons,boissons sans alcool,18022,"Tisane infusée, non sucrée","Herbal tea, unsweetened","0,87","99,7",0,"0,2","0,008",0,0,"0,0025",2,"0,08",1,0,0,1,0
2447,6,602,60206,eaux et autres boissons,boissons sans alcool,18070,"Café décaféiné, non instantané, non sucré, prêt à boire","Decaffeinated coffee, non-instant, unsweetened, ready to drink","4,42","98,6","0,1","0,6","0,18",0,0,"0,02",2,"0,09","42,5",0,0,1,0
2448,6,602,60206,eaux et autres boissons,boissons sans alcool,18071,"Café expresso, non instantané, non sucré, prêt à boire","Espresso coffee, non-instant, unsweetened, ready to drink","7,64","97,8",0.25,"1,16","0,2",traces,0,"0,0071","3,5",0.025,"7,9",0.125,0.25,2.5,0
2449,6,602,60206,eaux et autres boissons,boissons sans alcool,18072,"Café décaféiné, instantané, non sucré, prêt à boire","Decaffeinated coffee, instant, unsweetened, ready to drink","2,1","98,9","0,12","0,4","0,002",0,0,"0,01",4,"0,04",4,0,0,0,0
2450,6,602,60206,eaux et autres boissons,boissons sans alcool,18073,"Café, instantané, non sucré, prêt à boire","Coffee, instant, unsweetened, ready to drink","1,64","99,2","0,1","0,3","0,004",0,0,"0,01",4,"0,04",4,0,0,0,0
2451,6,602,60206,eaux et autres boissons,boissons sans alcool,18104,"Boisson cacaotée ou au chocolat, instantanée, sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard)","Cocoa or chocolate drink, instant, sweet, ready to drink (reconstituted with standard semi-skimmed milk)","69,3","84,7","3,78","9,5","1,42",-,7,"0,12","97,1","0,87","27,5","0,083",0,"3,2","0,085"
2452,6,602,60206,eaux et autres boissons,boissons sans alcool,18106,"Boisson cacaotée ou au chocolat, instantanée, sucrée, enrichie en vitamines, prête à boire (reconstituée avec du lait demi-écrémé standard)","Cocoa or chocolate drink, instant, sweetened, enriched with vitamins, ready to drink (reconstituted with standard semi-skimmed milk)","71,9","83,2","4,08","9,91","1,71",-,-,-,-,-,-,-,-,-,"0,07"
2453,6,602,60206,eaux et autres boissons,boissons sans alcool,18151,"Café au lait, café crème ou cappuccino, instantané ou non, non sucré, prêt à boire","Coffee with milk, coffee cream or cappuccino, instant or not, unsweetened, ready to drink","21,6","95,3","1,39","2,31","0,76","2,31","2,5","0,059","62,2","0,13","8,52","0,025",-,"2,81","0,03"
2454,6,602,60206,eaux et autres boissons,boissons sans alcool,18153,"Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demi-écrémé standard)","Chicory and coffee, instant, unsweetened, ready to drink (reconstituted with standard semi-skimmed milk)","54,1",87,"3,74","5,9","1,62",5,"4,4","0,13",117,"0,37","13,2","0,01",-,"2,6","0,26"
2455,6,602,60206,eaux et autres boissons,boissons sans alcool,18154,"Thé noir, infusé, non sucré","Black tea, brewed, unsweetened","1,26","99,7",0,"0,3","0,007",0,0,"0,0075",0,"0,02",3,0,0,5,0
2456,6,602,60206,eaux et autres boissons,boissons sans alcool,18155,"Thé vert, infusé, non sucré","Green tea, brewed, unsweetened","5,1","98,5",0,"1,09",0,-,-,"0,011","3,78","0,06","3,49",-,0.25,"6,99",-
2457,6,602,60206,eaux et autres boissons,boissons sans alcool,18156,"Thé oolong, infusé, non sucré","Oolong tea, brewed, unsweetened",0,-,0,0,0,-,-,-,-,-,-,-,-,-,-
2458,6,602,60206,eaux et autres boissons,boissons sans alcool,18161,"Chicorée, instantanée, non sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard)","Chicory, instant, unsweetened, ready to drink (reconstituted with standard semi-skimmed milk)","93,5",-,traces,"7,1","7,1",-,-,"0,13",-,-,-,-,-,-,-
2459,6,602,60206,eaux et autres boissons,boissons sans alcool,18162,"Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau)","Chicory and coffee, instant, unsweetened, ready to drink (reconstituted with water)","28,7","92,2","0,56","6,06",0.15,"0,43",-,"0,022",11,"0,2",35,0.125,0.25,"5,5",-
2460,6,602,60207,eaux et autres boissons,boissons sans alcool,18003,"Café, moulu",Ground coffee,397,"5,5","14,4","40,2","15,4",-,0,"0,19",120,"4,1",240,0,0,22,0
2461,6,602,60207,eaux et autres boissons,boissons sans alcool,18005,"Café, poudre soluble","Coffee, instant powder",296,"4,95","19,4","42,6","1,1",0,0,"0,098",151,"4,41",359,0,0,22,0
2462,6,602,60207,eaux et autres boissons,boissons sans alcool,18017,"Sirop à diluer, sucré","Dilutable syrup, sweetened",255,"36,2",0.25,"62,6",0.25,"58,8",-,"0,017","2,7","0,06","1,2",-,0.25,2.5,-
2463,6,602,60207,eaux et autres boissons,boissons sans alcool,18059,"Boisson concentrée à diluer, sans sucres ajoutés, avec édulcorants, type ""sirop 0%""","Concentrated drink to dilute, no added sugars, with sweeteners, type ""0% syrup""","21,7","93,8",0.25,"2,76",0.25,"0,66",-,"0,028","6,6","0,04",2,-,0.25,2.5,-
2464,6,602,60207,eaux et autres boissons,boissons sans alcool,18069,"Café, décaféiné, poudre soluble","Coffee, decaffeinated, instant powder",357,"3,2","12,7",76,"0,2",0,0,"0,058",140,"3,8",311,0,0,0,0
2465,6,602,60207,eaux et autres boissons,boissons sans alcool,18076,"Thé, feuille","Tea, leaf",232,"9,3","19,4","6,3",2,-,0,"0,11",430,18,250,0,0,-,0
2466,6,602,60207,eaux et autres boissons,boissons sans alcool,18100,"Cacao, non sucré, poudre soluble","Cocoa, unsweetened, soluble powder",387,"3,5","22,4","11,6","20,6","0,9",0,"0,11",140,"48,5",500,"2,73",0.25,107,0
2467,6,602,60207,eaux et autres boissons,boissons sans alcool,18101,"Poudre cacaotée ou au chocolat pour boisson, sucrée",Cocoa or chocolate powder for sweet drink,379,"1,67","6,65","75,6","3,29","67,9",0,"0,21",116,13,166,0,0,23,0
2468,6,602,60207,eaux et autres boissons,boissons sans alcool,18102,"Poudre maltée, cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines et minéraux","Malted powder, cocoa or chocolate for drink, sweetened, enriched with vitamins and minerals",-,"2,25","9,9","79,4","5,03","78,5",1,"0,55",255,"4,7",248,0.25,48,219,2
2469,6,602,60207,eaux et autres boissons,boissons sans alcool,18150,"Chicorée et café, poudre soluble","Chicory and coffee, soluble powder",332,"4,1","9,3","66,9","0,35",-,0,"0,72",103,"4,76",213,0,0,0,0
2470,6,602,60207,eaux et autres boissons,boissons sans alcool,18152,"Chicorée, poudre soluble","Chicory, soluble powder",323,"2,7","3,3","57,2","2,5","21,7",0,"0,39",109,"5,5",65,0,0,"19,1",0
2471,6,602,60207,eaux et autres boissons,boissons sans alcool,18160,"Café au lait ou cappuccino, poudre soluble","Coffee with milk or cappuccino, instant powder",417,1,"12,2","70,1","8,8",52,-,"0,79",-,-,-,-,-,-,-
2472,6,602,60207,eaux et autres boissons,boissons sans alcool,18163,"Café au lait ou cappuccino au chocolat, poudre soluble","Coffee with milk or chocolate cappuccino, instant powder",402,-,"11,2","67,1","9,13","62,2",-,"1,29",-,-,-,-,-,-,-
2473,6,602,60207,eaux et autres boissons,boissons sans alcool,18167,"Poudre cacaotée ou au chocolat sucrée pour boisson, enrichie en vitamines et minéraux","Cocoa powder or sweet chocolate powder for drink, enriched with vitamins and minerals",376,-,"4,68","79,3","3,04","76,7",-,"0,43",523,"2,1",113,-,"49,2",122,"0,25"
2474,6,602,60207,eaux et autres boissons,boissons sans alcool,18168,"Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines","Cocoa or chocolate powder for drink, sweetened, enriched with vitamins",386,2,"4,29",85,"2,04","82,7",-,"0,31",36,"2,1",71,-,25,"66,7","0,33"
2475,6,602,60207,eaux et autres boissons,boissons sans alcool,18220,"Citron ou Lime, spécialité à diluer pour boissons, sans sucres ajoutés","Lemon or Lime, specialty to dilute for drinks, no added sugars","19,7","93,8",0.25,"1,31",0,"0,91",-,"0,0035","6,1","0,05","3,2",-,"5,56","6,44",-
2476,6,603,60301,eaux et autres boissons,boisson alcoolisées,1006,Vin doux,Sweet wine,-,"73,1","0,2","10,5",0,"7,78",0,"0,027","7,46","0,35","9,07",0,0,"0,1",0
2477,6,603,60301,eaux et autres boissons,boisson alcoolisées,5100,Pétillant de fruits,Sparkling fruit,-,"87,6",0,"6,95",0,"6,95",0,"0,0075",6,"0,4",4,0,-,-,-
2478,6,603,60301,eaux et autres boissons,boisson alcoolisées,5201,Vin blanc mousseux,Sparkling white wine,-,"88,2",0,"1,7",0,"1,4",0,"0,0035","9,16","0,5","5,28",0,0,"0,1",0
2479,6,603,60301,eaux et autres boissons,boisson alcoolisées,5207,Champagne,Champagne,-,"86,8","0,3","2,81",0,"1,4",0,"0,0048","7,15","0,11","7,97",0,0,traces,0
2480,6,603,60301,eaux et autres boissons,boisson alcoolisées,5209,Vin blanc mousseux aromatisé,Flavored sparkling white wine,-,-,"0,2","5,1",0,"5,1",0,"0,033",14,"0,6",-,0,0,0,-
2481,6,603,60301,eaux et autres boissons,boisson alcoolisées,5210,Vin (aliment moyen),Wine (medium food),-,"86,2","0,09","3,29",0,"1,37",0,"0,0067","7,52","0,58","7,25",0,"0,034","0,79",0
2482,6,603,60301,eaux et autres boissons,boisson alcoolisées,5214,Vin rouge,Red wine,"82,1","86,8","0,07","2,63",0,"0,62",0,"0,0025","5,96","0,56","7,13",0,0,"0,73",0
2483,6,603,60301,eaux et autres boissons,boisson alcoolisées,5215,Vin blanc (sec),Dry white wine,-,"87,8",0.25,"4,04",0,"0,17",0,"0,0063","7,1","0,34","7,3",0,0.25,2.5,0
2484,6,603,60301,eaux et autres boissons,boisson alcoolisées,5216,Vin rosé,Rosé wine,-,"88,9",0,"1,6",0,-,0,"0,01",12,"0,95",7,0,0,"0,2",0
2485,6,603,60302,eaux et autres boissons,boisson alcoolisées,5000,Bière brune,Brown beer,-,"92,7","0,43","4,1",traces,"4,1",0,"0,029","6,91","0,02","9,55",0,0,"8,5",-
2486,6,603,60302,eaux et autres boissons,boisson alcoolisées,5001,"Bière ""coeur de marché"" (4-5° alcool)","Beer ""heart of the market"" (4-5° alcohol)",-,"92,7","0,39","2,7",0,"0,98",0,"0,0047","6,05","0,01","7,2",0,0,"5,64","0,02"
2487,6,603,60302,eaux et autres boissons,boisson alcoolisées,5002,Bière forte (>8° alcool),Strong beer (>8° alcohol),-,"88,8","0,63","4,6",0,-,0,"0,017","4,3","0,02",9,0,0,"2,6","0,02"
2488,6,603,60302,eaux et autres boissons,boisson alcoolisées,5003,Cidre (aliment moyen),Cider (medium food),-,"93,4","0,069","3,22","0,083","2,82",nan,"0,01","7,65","0,62","3,13",nan,"10,3",nan,nan
2489,6,603,60302,eaux et autres boissons,boisson alcoolisées,5006,Cidre brut,Dry cider,-,"93,9",0,"2,62",0,"2,22",-,"0,01","3,24","0,84","2,92",-,"14,1",-,-
2490,6,603,60302,eaux et autres boissons,boisson alcoolisées,5007,Cidre doux,Sweet cider,"37,5","91,9",0.25,"5,09",0.3,"4,61",-,"0,0098",17,"0,1","3,5",-,0.25,2.5,-
2491,6,603,60302,eaux et autres boissons,boisson alcoolisées,5008,Bière faiblement alcoolisée (3° alcool),Low-alcohol beer (3° alcohol),-,"93,6","0,31","4,62",0.025,"0,09",0,"0,0048","7,08","0,007","5,97",0,0,"5,64","0,02"
2492,6,603,60302,eaux et autres boissons,boisson alcoolisées,5009,Bière blanche,White beer,"34,6",-,0.25,"0,43",0.3,"0,18",-,"0,0073","3,5",0.0025,"7,4",-,0.25,"10,1","0,052"
2493,6,603,60302,eaux et autres boissons,boisson alcoolisées,5010,"Bière ""spéciale"" (5-6° alcool)","""Special"" beer (5-6° alcohol)",-,"90,8","0,48","4,55",0.025,4,0,"0,0048","5,89","0,006","9,84",0,0,"7,98",-
2494,6,603,60302,eaux et autres boissons,boisson alcoolisées,5011,"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)","""Specialty"" or abbey beer, regional or from a brewery (variable alcohol content)",-,"91,3","0,63","3,2",0,-,0,"0,0093","4,9","0,012","7,9",0,0,"2,6","0,02"
2495,6,603,60302,eaux et autres boissons,boisson alcoolisées,5020,Cidre traditionnel,Traditional cider,-,"94,2",0,"1,87",0,"1,58",-,"0,013","8,95","0,74","3,4",-,"14,1",-,-
2496,6,603,60302,eaux et autres boissons,boisson alcoolisées,5021,Cidre bouché demi-sec,"Cider, bottle-conditioned, semi-dry",48,"93,9",0.25,"4,4",0.3,"3,7",-,"0,007",17,"0,2","3,4",-,0.25,2.5,-
2497,6,603,60302,eaux et autres boissons,boisson alcoolisées,5022,Cidre aromatisé (framboise),Flavored cider (raspberry),"35,4",92,0.25,"5,34",0.3,"4,96",-,"0,008",16,"0,1",4,-,0.25,2.5,-
2498,6,603,60302,eaux et autres boissons,boisson alcoolisées,5030,"Bière sans alcool (<1,2° alcool)",Non-alcoholic beer (<1.2° alcohol),"25,3",94,"0,31","4,89",0.025,"2,55",0,"0,0038","4,75","0,011","6,2",0,-,5,"0,0089"
2499,6,603,60303,eaux et autres boissons,boisson alcoolisées,1000,Pastis,Pastis,274,"59,7",0,"2,86",0,0,0,0,0,-,0,0,0,0,0
2500,6,603,60303,eaux et autres boissons,boisson alcoolisées,1001,Eau de vie,Fruit brandy,229,"67,1",0,"0,37",0,0,0,"0,0025","0,5","0,04",0,0,0,0,0
2501,6,603,60303,eaux et autres boissons,boisson alcoolisées,1002,Gin,Gin,265,"62,1",0,0,0,0,0,"0,005",0,"0,18",0,0,0,0,0
2502,6,603,60303,eaux et autres boissons,boisson alcoolisées,1003,Liqueur,Liqueur,328,"35,6","0,1","39,6","0,3","35,3",0,"0,018",1,"0,08",3,0,0,0,0
2503,6,603,60303,eaux et autres boissons,boisson alcoolisées,1004,Rhum,Rum,256,"63,5",0,0,0,0,0,"0,0025",0,"0,08",0,0,0,0,0
2504,6,603,60303,eaux et autres boissons,boisson alcoolisées,1005,Whisky,Whisky,252,"63,9",0,"0,096",0,"0,096",0,0,0,"0,02",0,0,0,0,0
2505,6,603,60303,eaux et autres boissons,boisson alcoolisées,1007,Apéritif à base de vin ou vermouth,Aperitif based on wine or vermouth,-,"75,3","0,054","11,3",0,"11,1",0,"0,038","7,37","0,44",7,0,-,traces,"0,0033"
2506,6,603,60303,eaux et autres boissons,boisson alcoolisées,1008,Vodka,Vodka,242,"65,5",0,0,0,0,0,"0,0025",0,"0,025",0,0,0,0,0
2507,6,603,60303,eaux et autres boissons,boisson alcoolisées,1010,"Pastis, prêt à boire (1+ 5)","Pastis, ready to drink (1 + 5)","27,6","93,1",0,"6,89",0,0,0,"0,0063",-,"0,039","0,82",-,0,0,0
2508,6,603,60303,eaux et autres boissons,boisson alcoolisées,1011,Apéritif anisé sans alcool,Non-alcoholic anise aperitif,-,-,0,1,0,"0,03",0,"0,038","1,83",0,"0,33",-,0,0,-
2509,6,603,60303,eaux et autres boissons,boisson alcoolisées,1014,Alcool pur,Pure alcohol,660,-,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,6,603,60303,eaux et autres boissons,boisson alcoolisées,1015,Marsala,Marsala,211,"57,7","0,1","27,9",0,"27,9",0,"0,01",4,"0,4",-,0,0,0,-
2511,6,603,60303,eaux et autres boissons,boisson alcoolisées,1016,Marsala aux oeufs,Marsala with eggs,153,-,0,"12,4",0,"12,4",0,0,0,0,-,0,0,0,-
2512,6,603,60303,eaux et autres boissons,boisson alcoolisées,1021,Crème de cassis,Blackcurrant cream,245,"47,1",0,41,0,"40,9",0,0,"16,6","0,62","8,44",0,5,"2,96",0
2513,6,603,60303,eaux et autres boissons,boisson alcoolisées,1023,"Eau de vie de vin, type armagnac, cognac","Wine brandy, type Armagnac, Cognac",228,68,0,1,0,0,0,-,-,-,-,0,0,0,0
2514,6,603,60303,eaux et autres boissons,boisson alcoolisées,1024,"Eau de vie, type calvados","Fruit brandy, type calvados",-,-,0,0,0,0,-,0,-,-,-,-,-,-,-
2515,6,603,60303,eaux et autres boissons,boisson alcoolisées,1026,Saké ou Alcool de riz,Sake or Rice Alcohol,133,"78,4",0,5,0,0,0,"0,005",5,"0,1",6,0,0,0,0
2516,6,603,60304,eaux et autres boissons,boisson alcoolisées,1012,Cocktail à base de rhum,Rum-based cocktail,-,65,0,"22,5","2,19","22,3",0,"0,015",8,"0,21",8,-,"4,9",12,0
2517,6,603,60304,eaux et autres boissons,boisson alcoolisées,1013,Cocktail à base de whisky,Whisky-based cocktail,-,"69,2",0,"15,9","0,02","15,8",0,"0,12",46,"0,08",3,-,"0,4",0,0
2518,6,603,60304,eaux et autres boissons,boisson alcoolisées,1017,Sangria,Sangria,-,83,0,"10,3","0,05","9,5",-,"0,0075","9,35","0,37","10,7",0,"12,1","9,11",0
2519,6,603,60304,eaux et autres boissons,boisson alcoolisées,1018,Kir (au vin blanc),Kir (with white wine),-,"83,5","0,18","7,36",0,"5,55",0,"0,0039","6,88","0,67","5,09",0,"18,5","3,97",0
2520,6,603,60304,eaux et autres boissons,boisson alcoolisées,1019,Kir royal (au champagne),Royal Kir (with champagne),-,"82,5","0,25","7,97",0,"5,66",0,"0,0039","6,88","0,56","5,09",0,"18,5","3,77",0
2521,6,603,60304,eaux et autres boissons,boisson alcoolisées,1022,"Cocktail type punch, 16% alcool","Punch cocktail, 16% alcohol",-,-,"0,6","17,8",0.3,"17,8",-,"0,042",13,"0,06","3,1",-,"1,2","5,08","0,077"
2522,6,603,60304,eaux et autres boissons,boisson alcoolisées,2008,Cocktail sans alcool (à base de jus de fruits et de sirop),Non-alcoholic cocktail (made with fruit juice and syrup),-,"86,4","0,5","12,8",0,"11,2",0,"0,0075","12,8","0,1","8,31",0,12,30,"0,38"
2523,6,603,60304,eaux et autres boissons,boisson alcoolisées,5004,Panaché (limonade et bière),Shandy (lemonade and beer),"36,2","92,3",0,"5,63",0,"5,4",0,"0,0052",0.385,"0,058","0,36",0,"0,08","3,23","0,038"
2524,6,603,60304,eaux et autres boissons,boisson alcoolisées,5005,Panaché préemballé (<1° alc.),Pre-packaged shandy (<1° alc.),"25,4",94,"0,48","4,93",0.025,"4,92",0,"0,0034","3,42","0,006","3,07",0,"0,0035",5,"0,033"
2525,7,701,0,produits sucrés,"sucres, miels et assimilés",11506,"Édulcorant à l'aspartame, en pastilles","Aspartame sweetener, in tablets",216,-,"6,35","69,3",0,"6,65",-,"0,82",-,-,-,-,-,-,-
2526,7,701,0,produits sucrés,"sucres, miels et assimilés",11509,"Édulcorant à l'aspartame, en poudre","Aspartame sweetener, powdered",-,-,"0,63","94,7",0.125,"9,33",-,"0,028",-,-,-,-,-,-,-
2527,7,701,0,produits sucrés,"sucres, miels et assimilés",11510,Vermicelles multicolores,Multicolored vermicelli,-,-,"0,5",93,5,91,-,"0,019",-,-,-,-,-,-,-
2528,7,701,0,produits sucrés,"sucres, miels et assimilés",31008,Miel,Honey,-,"17,6","0,56","81,7",0,"79,8",0,"0,01","7,93","0,18","4,26",0,"0,8",2,0
2529,7,701,0,produits sucrés,"sucres, miels et assimilés",31016,Sucre blanc,White sugar,-,"0,17",0,"99,8",0,"99,8",0,"0,0054","3,69","0,077","1,65",0,0,0,0
2530,7,701,0,produits sucrés,"sucres, miels et assimilés",31017,Sucre roux,Brown sugar,-,"1,31","0,12","97,3",0,"95,5",0,"0,1",83,"1,91","18,5",0,0,1,0
2531,7,701,0,produits sucrés,"sucres, miels et assimilés",31034,Sirop d'érable,Maple syrup,-,"32,3","0,04","67,1","0,06","62,6",0,"0,015",106,"0,11",21,0,0,0,0
2532,7,701,0,produits sucrés,"sucres, miels et assimilés",31044,Sucre vanillé,Vanilla sugar,-,"0,13","0,1",99,"0,33","97,2",-,"0,0094",-,-,-,-,-,-,-
2533,7,701,0,produits sucrés,"sucres, miels et assimilés",31046,Caramel liquide ou nappage caramel,Liquid caramel or caramel topping,-,-,0,81,0,61,-,"0,013",-,-,-,-,-,-,-
2534,7,701,0,produits sucrés,"sucres, miels et assimilés",31064,Édulcorant à la saccharine,Saccharin sweetener,-,"8,8","1,25","88,8",0,-,0,"1,07",0,"0,04",0,0,0,0,0
2535,7,701,0,produits sucrés,"sucres, miels et assimilés",31067,Mélasse de canne,Cane molasses,-,-,0,"74,7","0,1","74,7",0,"0,093",205,"4,72",242,0,0,0,0
2536,7,701,0,produits sucrés,"sucres, miels et assimilés",31076,Sucre allégé à l'aspartame,Reduced sugar with aspartame,-,"0,5","0,81","98,7",0,"98,7",0,"0,0045",-,-,-,0,0,0,0
2537,7,701,0,produits sucrés,"sucres, miels et assimilés",31077,Fructose,Fructose,-,"0,2",0,"99,8",0,-,0,"0,00025","0,1","0,07",0,0,0,0,0
2538,7,701,0,produits sucrés,"sucres, miels et assimilés",31087,Édulcorant à base d'extrait de stévia,Stevia extract sweetener,238,-,traces,98,"0,2","0,3",-,"0,42",-,-,-,-,-,-,-
2539,7,701,0,produits sucrés,"sucres, miels et assimilés",31089,Sirop d'agave,Agave syrup,-,"21,8",0.25,"78,1","0,5","70,2",-,"0,018",-,-,-,-,-,-,-
2540,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31000,Barre chocolatée biscuitée,Chocolate biscuit bar,523,"1,97","6,14","60,5","28,1","46,9","5,89","0,39",263,"1,76",45,"0,058","0,62","2,31","0,32"
2541,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31001,Barre chocolatée non biscuitée enrobée,Non-biscuit chocolate-coated bar,496,"3,83","3,7","66,4","24,1","60,5","24,6","0,5","99,8","3,59","50,9","0,046","0,54","0,47","0,33"
2542,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31002,"Barre à la noix de coco, enrobée de chocolat","Coconut bar, coated in chocolate",475,"7,83","3,88","60,2","23,8",53,"5,5","0,5","78,8","1,8","46,8",0.25,0.25,25,"0,17"
2543,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31004,"Chocolat au lait, tablette","Milk chocolate, bar",537,"0,7","7,5","55,6","30,8","53,1","22,1","0,2",220,"3,6",59,"1,5","1,58","18,7","0,54"
2544,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31005,"Chocolat noir à moins de 70% de cacao, à croquer, tablette","Dark chocolate with less than 70% cocoa, to nibble, bar",-,"0,7","6,63","42,9","33,8","38,3","1,45","0,023","53,7","3,7",120,0.125,"0,15","22,3",0
2545,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31009,"Chocolat au lait aux céréales croustillantes, tablette","Milk chocolate with crispy cereals, bar",-,"1,52","7,15","60,6","26,6","50,8",23,"0,52",166,"2,65",48,0,"0,6",11,"0,8"
2546,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31010,"Chocolat blanc, tablette","White chocolate, bar",-,"1,1","6,16","57,1","34,2",56,23,"0,22",281,"0,2","26,5",traces,0,10,traces
2547,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31012,Barres ou confiserie chocolatées au lait,Milk chocolate bars or confections,551,"2,3","8,75","50,9","34,2","43,3","9,46","0,23",116,"0,63",187,"0,045","1,52","6,8","0,68"
2548,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31018,"Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette","Milk chocolate with dried fruits (hazelnuts, almonds, raisins, praline), bar",-,"1,12","8,43","48,7","35,9","43,6","17,5","0,25",187,"1,4",61,0.25,0.05,42,"0,32"
2549,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31020,"Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette","Sugar-free milk chocolate with sweeteners, bar",487,-,"5,75","54,2","34,6","11,3",-,"0,34",130,-,-,-,-,-,-
2550,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31026,"Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette","White chocolate with dried fruits (hazelnuts, almonds, raisins, praline), bar",-,"0,5","7,64",48,"39,1","45,1",-,"0,29",230,-,-,-,-,-,-
2551,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31030,"Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette","Dark chocolate without added sugars, with sweeteners, in bar form",525,"0,6","8,48","34,1","42,3",2,"3,3","0,0063","45,6","22,8",152,0,0,35,"0,27"
2552,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31032,Pâte à tartiner chocolat et noisette,Chocolate and hazelnut spread,-,"0,38","5,02","57,9","32,4","56,2",0,"0,12","99,5","3,85","97,1",0,1,73,0
2553,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31041,Confiserie au chocolat dragéifiée,Chocolate dragee confectionery,505,"1,66","5,49",65,"24,3","57,4","12,1","0,28",231,"12,5","40,5","0,46","0,95","6,5","0,68"
2554,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31042,Cacahuètes enrobées de chocolat dragéifiées,Chocolate-coated dragée peanuts,499,"1,7","9,5","55,9",25,"50,5",-,"0,12",100,"2,9",95,"0,75",-,"80,4",-
